runTimes,nodeCounts
10.874817609786987,421
421.19704151153564,1650
138.63515496253967,1073
674.3032252788544,1979
155.70990562438965,1151
627.2073032855988,1943
25.89755344390869,634
107.04210305213928,1008
43.29577445983887,695
16.820292711257935,693
11.087920665740967,435
15.618648767471313,429
346.61654114723206,1647
151.72346329689026,1363
167.97302389144897,1040
153.11474800109863,1937
581.7425656318665,1751
309.15473675727844,1587
373.22326946258545,1665
12.213585376739502,605
